,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
2040,10167012,2023-12-07T16:30:00.000+01:00,48,anyVehicle,0.0,carOrLightVehicle,57.0
2041,10167013,2023-12-07T16:30:00.000+01:00,86,anyVehicle,0.0,carOrLightVehicle,63.0
2042,10167014,2023-12-07T16:30:00.000+01:00,66,anyVehicle,0.0,carOrLightVehicle,25.0
2043,10167015,2023-12-07T16:30:00.000+01:00,75,anyVehicle,0.0,carOrLightVehicle,3.0
2044,10167016,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,5.0
2045,10167017,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,3.0
2046,10167018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2047,10167019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2048,10167020,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2049,10167033,2023-12-07T16:30:00.000+01:00,61,anyVehicle,0.0,carOrLightVehicle,8.0
2050,10167034,2023-12-07T16:30:00.000+01:00,214,anyVehicle,0.0,carOrLightVehicle,16.0
2051,10167035,2023-12-07T16:30:00.000+01:00,110,anyVehicle,0.0,carOrLightVehicle,7.0
2052,10167036,2023-12-07T16:30:00.000+01:00,60,anyVehicle,0.0,carOrLightVehicle,7.0
2053,10167037,2023-12-07T16:30:00.000+01:00,41,anyVehicle,0.0,carOrLightVehicle,0.0
2054,10167038,2023-12-07T16:30:00.000+01:00,80,anyVehicle,0.0,carOrLightVehicle,3.0
2055,10167039,2023-12-07T16:30:00.000+01:00,88,anyVehicle,0.0,carOrLightVehicle,6.0
2056,10167040,2023-12-07T16:30:00.000+01:00,327,anyVehicle,0.0,carOrLightVehicle,20.0
2057,10167041,2023-12-07T16:30:00.000+01:00,149,anyVehicle,0.0,carOrLightVehicle,9.0
2058,10167042,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,52.0
2059,10167043,2023-12-07T16:30:00.000+01:00,258,anyVehicle,0.0,carOrLightVehicle,20.0
2060,10167044,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2061,10167045,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2062,10167046,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2063,10167047,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2064,10168001,2023-12-07T16:30:00.000+01:00,39,anyVehicle,0.0,carOrLightVehicle,4.0
2065,10168002,2023-12-07T16:30:00.000+01:00,192,anyVehicle,0.0,carOrLightVehicle,25.0
2066,10168003,2023-12-07T16:30:00.000+01:00,57,anyVehicle,0.0,carOrLightVehicle,8.0
2067,10168004,2023-12-07T16:30:00.000+01:00,51,anyVehicle,0.0,carOrLightVehicle,53.0
2068,10168005,2023-12-07T16:30:00.000+01:00,61,anyVehicle,0.0,carOrLightVehicle,9.0
2069,10168006,2023-12-07T16:30:00.000+01:00,199,anyVehicle,0.0,carOrLightVehicle,33.0
2070,10168007,2023-12-07T16:30:00.000+01:00,141,anyVehicle,0.0,carOrLightVehicle,18.0
2071,10168008,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,19.0
2072,10168009,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,1.0
2073,10168010,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,3.0
2074,10168011,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,3.0
2075,10169001,2023-12-07T16:30:00.000+01:00,48,anyVehicle,0.0,carOrLightVehicle,8.0
2076,10169002,2023-12-07T16:30:00.000+01:00,110,anyVehicle,0.0,carOrLightVehicle,12.0
2077,10169003,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,14.0
2078,10169004,2023-12-07T16:30:00.000+01:00,33,anyVehicle,0.0,carOrLightVehicle,51.0
2079,10169005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2080,10169006,2023-12-07T16:30:00.000+01:00,108,anyVehicle,0.0,carOrLightVehicle,19.0
2081,10169007,2023-12-07T16:30:00.000+01:00,119,anyVehicle,0.0,carOrLightVehicle,24.0
2082,10169008,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,4.0
2083,10169009,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
2084,10169010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2085,10169011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2086,10169027,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2087,10170001,2023-12-07T16:30:00.000+01:00,49,anyVehicle,0.0,carOrLightVehicle,67.0
2088,10170002,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,18.0
2089,10170003,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,3.0
2090,10170004,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
2091,10170005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2092,10170006,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2093,10170007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2094,10171001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2095,10171002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2096,10171003,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
2097,10171004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2098,10173007,2023-12-07T16:30:00.000+01:00,35,anyVehicle,0.0,carOrLightVehicle,81.0
2099,10173008,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,69.0
2100,10173009,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,2.0
2101,10173010,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,0.0
2102,10173011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2103,10173012,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
2104,10173013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2105,10176001,2023-12-07T16:30:00.000+01:00,118,anyVehicle,0.0,carOrLightVehicle,61.0
2106,10176002,2023-12-07T16:30:00.000+01:00,47,anyVehicle,0.0,carOrLightVehicle,50.0
2107,10176003,2023-12-07T16:30:00.000+01:00,61,anyVehicle,0.0,carOrLightVehicle,47.0
2108,10176004,2023-12-07T16:30:00.000+01:00,67,anyVehicle,0.0,carOrLightVehicle,69.0
2109,10176005,2023-12-07T16:30:00.000+01:00,69,anyVehicle,0.0,carOrLightVehicle,11.0
2110,10176006,2023-12-07T16:30:00.000+01:00,47,anyVehicle,0.0,carOrLightVehicle,5.0
2111,10176007,2023-12-07T16:30:00.000+01:00,123,anyVehicle,0.0,carOrLightVehicle,33.0
2112,10176008,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,80.0
2113,10176009,2023-12-07T16:30:00.000+01:00,60,anyVehicle,0.0,carOrLightVehicle,32.0
2114,10176010,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,55.0
2115,10176011,2023-12-07T16:30:00.000+01:00,181,anyVehicle,0.0,carOrLightVehicle,15.0
2116,10176012,2023-12-07T16:30:00.000+01:00,112,anyVehicle,0.0,carOrLightVehicle,9.0
2117,10177001,2023-12-07T16:30:00.000+01:00,72,anyVehicle,0.0,carOrLightVehicle,11.0
2118,10177002,2023-12-07T16:30:00.000+01:00,79,anyVehicle,0.0,carOrLightVehicle,8.0
2119,10177003,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,1.0
2120,10177004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2121,10178001,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,4.0
2122,10178002,2023-12-07T16:30:00.000+01:00,67,anyVehicle,0.0,carOrLightVehicle,14.0
2123,10178003,2023-12-07T16:30:00.000+01:00,72,anyVehicle,0.0,carOrLightVehicle,14.0
2124,10178004,2023-12-07T16:30:00.000+01:00,81,anyVehicle,0.0,carOrLightVehicle,18.0
2125,10178005,2023-12-07T16:30:00.000+01:00,31,anyVehicle,0.0,carOrLightVehicle,42.0
2126,10178006,2023-12-07T16:30:00.000+01:00,51,anyVehicle,0.0,carOrLightVehicle,58.0
2127,10178007,2023-12-07T16:30:00.000+01:00,74,anyVehicle,0.0,carOrLightVehicle,68.0
2128,10178008,2023-12-07T16:30:00.000+01:00,70,anyVehicle,0.0,carOrLightVehicle,22.0
2129,10178009,2023-12-07T16:30:00.000+01:00,115,anyVehicle,0.0,carOrLightVehicle,35.0
2130,10178010,2023-12-07T16:30:00.000+01:00,125,anyVehicle,0.0,carOrLightVehicle,38.0
2131,10178011,2023-12-07T16:30:00.000+01:00,40,anyVehicle,0.0,carOrLightVehicle,58.0
2132,10178012,2023-12-07T16:30:00.000+01:00,54,anyVehicle,0.0,carOrLightVehicle,38.0
2133,10178013,2023-12-07T16:30:00.000+01:00,71,anyVehicle,0.0,carOrLightVehicle,45.0
2134,10179001,2023-12-07T16:30:00.000+01:00,115,anyVehicle,0.0,carOrLightVehicle,12.0
2135,10179002,2023-12-07T16:30:00.000+01:00,108,anyVehicle,0.0,carOrLightVehicle,49.0
2136,10179003,2023-12-07T16:30:00.000+01:00,100,anyVehicle,0.0,carOrLightVehicle,42.0
2137,10179004,2023-12-07T16:30:00.000+01:00,115,anyVehicle,0.0,carOrLightVehicle,90.0
2138,10179005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2139,10179006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2140,10179007,2023-12-07T16:30:00.000+01:00,164,anyVehicle,0.0,carOrLightVehicle,69.0
2141,10179008,2023-12-07T16:30:00.000+01:00,25,anyVehicle,0.0,carOrLightVehicle,19.0
2142,10179009,2023-12-07T16:30:00.000+01:00,66,anyVehicle,0.0,carOrLightVehicle,13.0
2143,10179010,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,3.0
2144,10179011,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,5.0
2145,10179012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2146,10179013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2147,10180007,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,45.0
2148,10180008,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2149,10180009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2150,10180010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2151,10181013,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,46.0
2152,10181014,2023-12-07T16:30:00.000+01:00,136,anyVehicle,0.0,carOrLightVehicle,74.0
2153,10181015,2023-12-07T16:30:00.000+01:00,87,anyVehicle,0.0,carOrLightVehicle,55.0
2154,10181016,2023-12-07T16:30:00.000+01:00,58,anyVehicle,0.0,carOrLightVehicle,5.0
2155,10181017,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,1.0
2156,10181018,2023-12-07T16:30:00.000+01:00,92,anyVehicle,0.0,carOrLightVehicle,15.0
2157,10181019,2023-12-07T16:30:00.000+01:00,132,anyVehicle,0.0,carOrLightVehicle,24.0
2158,10181020,2023-12-07T16:30:00.000+01:00,59,anyVehicle,0.0,carOrLightVehicle,45.0
2159,10181021,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,1.0
2160,10181022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2161,10181023,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,1.0
2162,10181024,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
2163,10182008,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,11.0
2164,10182009,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,6.0
2165,10182010,2023-12-07T16:30:00.000+01:00,29,anyVehicle,0.0,carOrLightVehicle,2.0
2166,10182011,2023-12-07T16:30:00.000+01:00,77,anyVehicle,0.0,carOrLightVehicle,18.0
2167,10182012,2023-12-07T16:30:00.000+01:00,139,anyVehicle,0.0,carOrLightVehicle,43.0
2168,10182013,2023-12-07T16:30:00.000+01:00,106,anyVehicle,0.0,carOrLightVehicle,73.0
2169,10182014,2023-12-07T16:30:00.000+01:00,63,anyVehicle,0.0,carOrLightVehicle,13.0
2170,10182015,2023-12-07T16:30:00.000+01:00,80,anyVehicle,0.0,carOrLightVehicle,24.0
2171,10182016,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,1.0
2172,10182017,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
2173,10182018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2174,10182019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2175,10183013,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,4.0
2176,10183014,2023-12-07T16:30:00.000+01:00,60,anyVehicle,0.0,carOrLightVehicle,36.0
2177,10183015,2023-12-07T16:30:00.000+01:00,89,anyVehicle,0.0,carOrLightVehicle,18.0
2178,10183016,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,10.0
2179,10183017,2023-12-07T16:30:00.000+01:00,64,anyVehicle,0.0,carOrLightVehicle,23.0
2180,10183018,2023-12-07T16:30:00.000+01:00,64,anyVehicle,0.0,carOrLightVehicle,11.0
2181,10183019,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,3.0
2182,10183020,2023-12-07T16:30:00.000+01:00,109,anyVehicle,0.0,carOrLightVehicle,43.0
2183,10183021,2023-12-07T16:30:00.000+01:00,61,anyVehicle,0.0,carOrLightVehicle,13.0
2184,10183022,2023-12-07T16:30:00.000+01:00,52,anyVehicle,0.0,carOrLightVehicle,16.0
2185,10183023,2023-12-07T16:30:00.000+01:00,102,anyVehicle,0.0,carOrLightVehicle,27.0
2186,10183024,2023-12-07T16:30:00.000+01:00,83,anyVehicle,0.0,carOrLightVehicle,27.0
2187,10183025,2023-12-07T16:30:00.000+01:00,67,anyVehicle,0.0,carOrLightVehicle,21.0
2188,10183026,2023-12-07T16:30:00.000+01:00,140,anyVehicle,0.0,carOrLightVehicle,8.0
2189,10183027,2023-12-07T16:30:00.000+01:00,150,anyVehicle,0.0,carOrLightVehicle,8.0
2190,10183028,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2191,10183029,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2192,10183030,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2193,10184001,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,31.0
2194,10184002,2023-12-07T16:30:00.000+01:00,60,anyVehicle,0.0,carOrLightVehicle,17.0
2195,10184003,2023-12-07T16:30:00.000+01:00,11,anyVehicle,0.0,carOrLightVehicle,7.0
2196,10184004,2023-12-07T16:30:00.000+01:00,47,anyVehicle,0.0,carOrLightVehicle,24.0
2197,10184019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2198,10184020,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2199,10184021,2023-12-07T16:30:00.000+01:00,16,anyVehicle,0.0,carOrLightVehicle,0.0
2200,10187001,2023-12-07T16:30:00.000+01:00,128,anyVehicle,0.0,carOrLightVehicle,35.0
2201,10187002,2023-12-07T16:30:00.000+01:00,100,anyVehicle,0.0,carOrLightVehicle,41.0
2202,10187003,2023-12-07T16:30:00.000+01:00,11,anyVehicle,0.0,carOrLightVehicle,68.0
2203,10187004,2023-12-07T16:30:00.000+01:00,125,anyVehicle,0.0,carOrLightVehicle,12.0
2204,10187005,2023-12-07T16:30:00.000+01:00,11,anyVehicle,0.0,carOrLightVehicle,10.0
2205,10187006,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2206,10187007,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,1.0
2207,10187008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2208,10187009,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2209,10187010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2210,10187011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2211,10190001,2023-12-07T16:30:00.000+01:00,53,anyVehicle,0.0,carOrLightVehicle,35.0
2212,10190002,2023-12-07T16:30:00.000+01:00,66,anyVehicle,0.0,carOrLightVehicle,38.0
2213,10190003,2023-12-07T16:30:00.000+01:00,53,anyVehicle,0.0,carOrLightVehicle,36.0
2214,10190004,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,7.0
2215,10190005,2023-12-07T16:30:00.000+01:00,88,anyVehicle,0.0,carOrLightVehicle,50.0
2216,10190006,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,44.0
2217,10190007,2023-12-07T16:30:00.000+01:00,6,anyVehicle,0.0,carOrLightVehicle,5.0
2218,10190008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
2219,10190010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2220,10190011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2221,10190012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2222,10190013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2223,10190017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2224,10190018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2225,10190019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2226,10190020,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2227,10191001,2023-12-07T16:30:00.000+01:00,141,anyVehicle,0.0,carOrLightVehicle,0.0
2228,10191002,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2229,10191003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2230,10191004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2231,10192001,2023-12-07T16:30:00.000+01:00,15,anyVehicle,0.0,carOrLightVehicle,35.0
2232,10193001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2233,10193002,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
2234,10193003,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2235,10193004,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
2236,10194001,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,0.0
2237,10194002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2238,10194003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2239,10194004,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
2240,10195001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2241,10195002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2242,10195003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2243,10195004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2244,10197009,2023-12-07T16:30:00.000+01:00,114,anyVehicle,0.0,carOrLightVehicle,26.0
2245,10197010,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,19.0
2246,10197011,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,36.0
2247,10197012,2023-12-07T16:30:00.000+01:00,41,anyVehicle,0.0,carOrLightVehicle,16.0
2248,10197013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2249,10197014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2250,10197015,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,1.0
2251,10197016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2252,10198001,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,86.0
2253,10198002,2023-12-07T16:30:00.000+01:00,79,anyVehicle,0.0,carOrLightVehicle,78.0
2254,10198003,2023-12-07T16:30:00.000+01:00,113,anyVehicle,0.0,carOrLightVehicle,61.0
2255,10198004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
2256,10198005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
2257,10198006,2023-12-07T16:30:00.000+01:00,73,anyVehicle,0.0,carOrLightVehicle,77.0
2258,10198007,2023-12-07T16:30:00.000+01:00,46,anyVehicle,0.0,carOrLightVehicle,80.0
2259,10198008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
2260,10198009,2023-12-07T16:30:00.000+01:00,36,anyVehicle,0.0,carOrLightVehicle,62.0
2261,10198023,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,9.0
2262,10198024,2023-12-07T16:30:00.000+01:00,118,anyVehicle,0.0,carOrLightVehicle,10.0
2263,10199001,2023-12-07T16:30:00.000+01:00,78,anyVehicle,0.0,carOrLightVehicle,22.0
2264,10199002,2023-12-07T16:30:00.000+01:00,92,anyVehicle,0.0,carOrLightVehicle,20.0
2265,10199003,2023-12-07T16:30:00.000+01:00,29,anyVehicle,0.0,carOrLightVehicle,29.0
2266,10199004,2023-12-07T16:30:00.000+01:00,28,anyVehicle,0.0,carOrLightVehicle,6.0
2267,10199005,2023-12-07T16:30:00.000+01:00,29,anyVehicle,0.0,carOrLightVehicle,3.0
2268,10199006,2023-12-07T16:30:00.000+01:00,105,anyVehicle,0.0,carOrLightVehicle,30.0
2269,10199007,2023-12-07T16:30:00.000+01:00,110,anyVehicle,0.0,carOrLightVehicle,33.0
2270,10199008,2023-12-07T16:30:00.000+01:00,35,anyVehicle,0.0,carOrLightVehicle,28.0
2271,10199009,2023-12-07T16:30:00.000+01:00,59,anyVehicle,0.0,carOrLightVehicle,11.0
2272,10199010,2023-12-07T16:30:00.000+01:00,51,anyVehicle,0.0,carOrLightVehicle,12.0
2273,10199011,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2274,10199012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
2275,10199013,2023-12-07T16:30:00.000+01:00,6,anyVehicle,0.0,carOrLightVehicle,0.0
2276,10199014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2277,10199027,2023-12-07T16:30:00.000+01:00,88,anyVehicle,0.0,carOrLightVehicle,9.0
2278,10199028,2023-12-07T16:30:00.000+01:00,118,anyVehicle,0.0,carOrLightVehicle,6.0
2279,10199029,2023-12-07T16:30:00.000+01:00,58,anyVehicle,0.0,carOrLightVehicle,3.0
2280,10199030,2023-12-07T16:30:00.000+01:00,129,anyVehicle,0.0,carOrLightVehicle,9.0
2281,10199031,2023-12-07T16:30:00.000+01:00,55,anyVehicle,0.0,carOrLightVehicle,7.0
2282,10199032,2023-12-07T16:30:00.000+01:00,75,anyVehicle,0.0,carOrLightVehicle,5.0
2283,10199033,2023-12-07T16:30:00.000+01:00,90,anyVehicle,0.0,carOrLightVehicle,6.0
2284,10201001,2023-12-07T16:30:00.000+01:00,152,anyVehicle,0.0,carOrLightVehicle,37.0
2285,10201002,2023-12-07T16:30:00.000+01:00,174,anyVehicle,0.0,carOrLightVehicle,46.0
2286,10201003,2023-12-07T16:30:00.000+01:00,130,anyVehicle,0.0,carOrLightVehicle,25.0
2287,10201004,2023-12-07T16:30:00.000+01:00,116,anyVehicle,0.0,carOrLightVehicle,13.0
2288,10201005,2023-12-07T16:30:00.000+01:00,162,anyVehicle,0.0,carOrLightVehicle,16.0
2289,10201007,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,0.0
2290,10201008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2291,10201010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2292,10202007,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,0.0
2293,10202008,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
2294,10202009,2023-12-07T16:30:00.000+01:00,146,anyVehicle,0.0,carOrLightVehicle,9.0
2295,10202010,2023-12-07T16:30:00.000+01:00,205,anyVehicle,0.0,carOrLightVehicle,14.0
2296,10202011,2023-12-07T16:30:00.000+01:00,79,anyVehicle,0.0,carOrLightVehicle,7.0
2297,10202012,2023-12-07T16:30:00.000+01:00,141,anyVehicle,0.0,carOrLightVehicle,11.0
2298,10203001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
2299,10203002,2023-12-07T16:30:00.000+01:00,86,anyVehicle,0.0,carOrLightVehicle,15.0
2300,10203003,2023-12-07T16:30:00.000+01:00,31,anyVehicle,0.0,carOrLightVehicle,27.0
2301,10203004,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,46.0
2302,10203005,2023-12-07T16:30:00.000+01:00,92,anyVehicle,0.0,carOrLightVehicle,22.0
