,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
9032,11209006,2023-12-07T16:30:00.000+01:00,48,anyVehicle,0.0,carOrLightVehicle,5.0
9033,11209007,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,1.0
9034,11209008,2023-12-07T16:30:00.000+01:00,64,anyVehicle,0.0,carOrLightVehicle,9.0
9035,11210001,2023-12-07T16:30:00.000+01:00,85,anyVehicle,0.0,carOrLightVehicle,27.0
9036,11210002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9037,11210003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9038,11210004,2023-12-07T16:30:00.000+01:00,46,anyVehicle,0.0,carOrLightVehicle,7.0
9039,11210005,2023-12-07T16:30:00.000+01:00,63,anyVehicle,0.0,carOrLightVehicle,21.0
9040,11211001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,51.0
9041,11211002,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,29.0
9042,11211003,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
9043,11212001,2023-12-07T16:30:00.000+01:00,134,anyVehicle,0.0,carOrLightVehicle,42.0
9044,11212002,2023-12-07T16:30:00.000+01:00,162,anyVehicle,0.0,carOrLightVehicle,17.0
9045,11212003,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,19.0
9046,11212004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,10.0
9047,11212005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9048,11216001,2023-12-07T16:30:00.000+01:00,39,anyVehicle,0.0,carOrLightVehicle,31.0
9049,11216002,2023-12-07T16:30:00.000+01:00,10,anyVehicle,0.0,carOrLightVehicle,4.0
9050,11216003,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9051,11217001,2023-12-07T16:30:00.000+01:00,181,anyVehicle,0.0,carOrLightVehicle,49.0
9052,11217002,2023-12-07T16:30:00.000+01:00,112,anyVehicle,0.0,carOrLightVehicle,55.0
9053,11217003,2023-12-07T16:30:00.000+01:00,24,anyVehicle,0.0,carOrLightVehicle,19.0
9054,11217004,2023-12-07T16:30:00.000+01:00,28,anyVehicle,0.0,carOrLightVehicle,11.0
9055,11217005,2023-12-07T16:30:00.000+01:00,175,anyVehicle,0.0,carOrLightVehicle,51.0
9056,11217006,2023-12-07T16:30:00.000+01:00,304,anyVehicle,0.0,carOrLightVehicle,66.0
9057,11217007,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,27.0
9058,11217008,2023-12-07T16:30:00.000+01:00,16,anyVehicle,0.0,carOrLightVehicle,51.0
9059,11217009,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9060,11218001,2023-12-07T16:30:00.000+01:00,14,anyVehicle,0.0,carOrLightVehicle,1.0
9061,11218002,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9062,11219001,2023-12-07T16:30:00.000+01:00,24,anyVehicle,0.0,carOrLightVehicle,13.0
9063,11219002,2023-12-07T16:30:00.000+01:00,25,anyVehicle,0.0,carOrLightVehicle,20.0
9064,11219003,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,19.0
9065,11219004,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,12.0
9066,11219005,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,16.0
9067,11219006,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,1.0
9068,11219013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9069,11220001,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9070,11220002,2023-12-07T16:30:00.000+01:00,18,anyVehicle,0.0,carOrLightVehicle,1.0
9071,11220004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9072,11220005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9073,11220007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9074,11220009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9075,11221008,2023-12-07T16:30:00.000+01:00,155,anyVehicle,0.0,carOrLightVehicle,38.0
9076,11221010,2023-12-07T16:30:00.000+01:00,233,anyVehicle,0.0,carOrLightVehicle,41.0
9077,11221011,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,1.0
9078,11221012,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,0.0
9079,11222001,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,8.0
9080,11222002,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,36.0
9081,11222003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9082,11222004,2023-12-07T16:30:00.000+01:00,69,anyVehicle,0.0,carOrLightVehicle,8.0
9083,11222005,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9084,11222006,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9085,11222007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9086,11222008,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,1.0
9087,11223001,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9088,11223002,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9089,11224001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9090,11224002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9091,11224003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9092,11224004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9093,11224005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9094,11224006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9095,11224007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9096,11224008,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9097,11224009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9098,11224010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9099,11224011,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9100,11224012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9101,11224013,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9102,11224014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9103,11224015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9104,11224016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9105,11225002,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,47.0
9106,11225005,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,34.0
9107,11225006,2023-12-07T16:30:00.000+01:00,24,anyVehicle,0.0,carOrLightVehicle,44.0
9108,11225007,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9109,11225008,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9110,11225009,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9111,11225010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9112,11225011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9113,11225012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9114,11225013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9115,11225014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9116,11225015,2023-12-07T16:30:00.000+01:00,129,anyVehicle,0.0,carOrLightVehicle,11.0
9117,11225016,2023-12-07T16:30:00.000+01:00,104,anyVehicle,0.0,carOrLightVehicle,8.0
9118,11225017,2023-12-07T16:30:00.000+01:00,157,anyVehicle,0.0,carOrLightVehicle,24.0
9119,11225018,2023-12-07T16:30:00.000+01:00,167,anyVehicle,0.0,carOrLightVehicle,17.0
9120,11225019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9121,11225020,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9122,11229001,2023-12-07T16:30:00.000+01:00,146,anyVehicle,0.0,carOrLightVehicle,17.0
9123,11229002,2023-12-07T16:30:00.000+01:00,34,anyVehicle,0.0,carOrLightVehicle,7.0
9124,11229003,2023-12-07T16:30:00.000+01:00,18,anyVehicle,0.0,carOrLightVehicle,27.0
9125,11229004,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,21.0
9126,11229005,2023-12-07T16:30:00.000+01:00,167,anyVehicle,0.0,carOrLightVehicle,17.0
9127,11230001,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,0.0
9128,11230002,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,0.0
9129,11230003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9130,11230004,2023-12-07T16:30:00.000+01:00,11,anyVehicle,0.0,carOrLightVehicle,0.0
9131,11230005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9132,11230006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9133,11230007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9134,11231001,2023-12-07T16:30:00.000+01:00,118,anyVehicle,0.0,carOrLightVehicle,38.0
9135,11231002,2023-12-07T16:30:00.000+01:00,48,anyVehicle,0.0,carOrLightVehicle,4.0
9136,11231003,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,57.0
9137,11231004,2023-12-07T16:30:00.000+01:00,40,anyVehicle,0.0,carOrLightVehicle,61.0
9138,11231005,2023-12-07T16:30:00.000+01:00,36,anyVehicle,0.0,carOrLightVehicle,35.0
9139,11231006,2023-12-07T16:30:00.000+01:00,130,anyVehicle,0.0,carOrLightVehicle,64.0
9140,11231007,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,26.0
9141,11231008,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,15.0
9142,11231009,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
9143,11231010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9144,11231011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9145,11231012,2023-12-07T16:30:00.000+01:00,167,anyVehicle,0.0,carOrLightVehicle,12.0
9146,11231013,2023-12-07T16:30:00.000+01:00,168,anyVehicle,0.0,carOrLightVehicle,48.0
9147,11231014,2023-12-07T16:30:00.000+01:00,18,anyVehicle,0.0,carOrLightVehicle,2.0
9148,11231015,2023-12-07T16:30:00.000+01:00,45,anyVehicle,0.0,carOrLightVehicle,5.0
9149,11232001,2023-12-07T16:30:00.000+01:00,58,anyVehicle,0.0,carOrLightVehicle,23.0
9150,11232002,2023-12-07T16:30:00.000+01:00,81,anyVehicle,0.0,carOrLightVehicle,20.0
9151,11232003,2023-12-07T16:30:00.000+01:00,20,anyVehicle,0.0,carOrLightVehicle,1.0
9152,11232004,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9153,11232005,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9154,11232006,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9155,11232007,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9156,11232008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9157,11234001,2023-12-07T16:30:00.000+01:00,83,anyVehicle,0.0,carOrLightVehicle,6.0
9158,11234002,2023-12-07T16:30:00.000+01:00,94,anyVehicle,0.0,carOrLightVehicle,5.0
9159,11234003,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,1.0
9160,11235001,2023-12-07T16:30:00.000+01:00,52,anyVehicle,0.0,carOrLightVehicle,5.0
9161,11235002,2023-12-07T16:30:00.000+01:00,145,anyVehicle,0.0,carOrLightVehicle,22.0
9162,11235003,2023-12-07T16:30:00.000+01:00,52,anyVehicle,0.0,carOrLightVehicle,22.0
9163,11235004,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,36.0
9164,11235005,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,33.0
9165,11235006,2023-12-07T16:30:00.000+01:00,74,anyVehicle,0.0,carOrLightVehicle,6.0
9166,11235007,2023-12-07T16:30:00.000+01:00,206,anyVehicle,0.0,carOrLightVehicle,25.0
9167,11235008,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,19.0
9168,11235009,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,53.0
9169,11235010,2023-12-07T16:30:00.000+01:00,25,anyVehicle,0.0,carOrLightVehicle,38.0
9170,11235011,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,0.0
9171,11235012,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9172,11235013,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9173,11235014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9174,11235015,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
9175,11235016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9176,11236001,2023-12-07T16:30:00.000+01:00,32,anyVehicle,0.0,carOrLightVehicle,3.0
9177,11236002,2023-12-07T16:30:00.000+01:00,99,anyVehicle,0.0,carOrLightVehicle,9.0
9178,11236003,2023-12-07T16:30:00.000+01:00,87,anyVehicle,0.0,carOrLightVehicle,7.0
9179,11236004,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9180,11236005,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,48.0
9181,11236006,2023-12-07T16:30:00.000+01:00,123,anyVehicle,0.0,carOrLightVehicle,22.0
9182,11236007,2023-12-07T16:30:00.000+01:00,121,anyVehicle,0.0,carOrLightVehicle,10.0
9183,11236008,2023-12-07T16:30:00.000+01:00,74,anyVehicle,0.0,carOrLightVehicle,6.0
9184,11236009,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9185,11236010,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,18.0
9186,11236011,2023-12-07T16:30:00.000+01:00,40,anyVehicle,0.0,carOrLightVehicle,2.0
9187,11236012,2023-12-07T16:30:00.000+01:00,104,anyVehicle,0.0,carOrLightVehicle,4.0
9188,11236013,2023-12-07T16:30:00.000+01:00,97,anyVehicle,0.0,carOrLightVehicle,4.0
9189,11236014,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,1.0
9190,11236015,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9191,11236016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9192,11236017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9193,11236018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9194,11238001,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,10.0
9195,11238002,2023-12-07T16:30:00.000+01:00,84,anyVehicle,0.0,carOrLightVehicle,5.0
9196,11238003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9197,11238004,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,5.0
9198,11238005,2023-12-07T16:30:00.000+01:00,72,anyVehicle,0.0,carOrLightVehicle,5.0
9199,11238006,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,1.0
9200,11238007,2023-12-07T16:30:00.000+01:00,6,anyVehicle,0.0,carOrLightVehicle,1.0
9201,11238008,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9202,11238009,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9203,11238010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9204,11238021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9205,11240001,2023-12-07T16:30:00.000+01:00,80,anyVehicle,0.0,carOrLightVehicle,10.0
9206,11240002,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,1.0
9207,11240003,2023-12-07T16:30:00.000+01:00,44,anyVehicle,0.0,carOrLightVehicle,6.0
9208,11240004,2023-12-07T16:30:00.000+01:00,34,anyVehicle,0.0,carOrLightVehicle,15.0
9209,11243003,2023-12-07T16:30:00.000+01:00,107,anyVehicle,0.0,carOrLightVehicle,10.0
9210,11243004,2023-12-07T16:30:00.000+01:00,170,anyVehicle,0.0,carOrLightVehicle,24.0
9211,11244001,2023-12-07T16:30:00.000+01:00,142,anyVehicle,0.0,carOrLightVehicle,60.0
9212,11244002,2023-12-07T16:30:00.000+01:00,150,anyVehicle,0.0,carOrLightVehicle,16.0
9213,11244003,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,49.0
9214,11244004,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,8.0
9215,11244005,2023-12-07T16:30:00.000+01:00,28,anyVehicle,0.0,carOrLightVehicle,5.0
9216,11244006,2023-12-07T16:30:00.000+01:00,91,anyVehicle,0.0,carOrLightVehicle,51.0
9217,11244007,2023-12-07T16:30:00.000+01:00,18,anyVehicle,0.0,carOrLightVehicle,70.0
9218,11244008,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,1.0
9219,11244010,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9220,11244011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9221,11244012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9222,11246001,2023-12-07T16:30:00.000+01:00,127,anyVehicle,0.0,carOrLightVehicle,46.0
9223,11246002,2023-12-07T16:30:00.000+01:00,73,anyVehicle,0.0,carOrLightVehicle,6.0
9224,11246003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9225,11246004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9226,11246005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9227,11246006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9228,11246007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9229,11246008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9230,11247001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9231,11248001,2023-12-07T16:30:00.000+01:00,128,anyVehicle,0.0,carOrLightVehicle,50.0
9232,11248002,2023-12-07T16:30:00.000+01:00,140,anyVehicle,0.0,carOrLightVehicle,54.0
9233,11248003,2023-12-07T16:30:00.000+01:00,104,anyVehicle,0.0,carOrLightVehicle,19.0
9234,11248004,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,19.0
9235,11248005,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,11.0
9236,11248006,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,15.0
9237,11248007,2023-12-07T16:30:00.000+01:00,14,anyVehicle,0.0,carOrLightVehicle,29.0
9238,11248014,2023-12-07T16:30:00.000+01:00,10,anyVehicle,0.0,carOrLightVehicle,7.0
9239,11248015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9240,11248016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9241,11248017,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9242,11248018,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9243,11249007,2023-12-07T16:30:00.000+01:00,10,anyVehicle,0.0,carOrLightVehicle,27.0
9244,11249008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9245,11250001,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,16.0
9246,11250002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9247,11250003,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,7.0
9248,11251018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9249,11252001,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,4.0
9250,11252002,2023-12-07T16:30:00.000+01:00,61,anyVehicle,0.0,carOrLightVehicle,30.0
9251,11252003,2023-12-07T16:30:00.000+01:00,75,anyVehicle,0.0,carOrLightVehicle,8.0
9252,11252004,2023-12-07T16:30:00.000+01:00,111,anyVehicle,0.0,carOrLightVehicle,12.0
9253,11252005,2023-12-07T16:30:00.000+01:00,113,anyVehicle,0.0,carOrLightVehicle,49.0
9254,11252006,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,93.0
9255,11252007,2023-12-07T16:30:00.000+01:00,72,anyVehicle,0.0,carOrLightVehicle,13.0
9256,11252008,2023-12-07T16:30:00.000+01:00,110,anyVehicle,0.0,carOrLightVehicle,10.0
9257,11252009,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,1.0
9258,11252010,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,1.0
9259,11252011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9260,11253001,2023-12-07T16:30:00.000+01:00,145,anyVehicle,0.0,carOrLightVehicle,29.0
9261,11253002,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,19.0
9262,11253003,2023-12-07T16:30:00.000+01:00,10,anyVehicle,0.0,carOrLightVehicle,38.0
9263,11253004,2023-12-07T16:30:00.000+01:00,107,anyVehicle,0.0,carOrLightVehicle,13.0
9264,11253005,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,41.0
9265,11253006,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,29.0
9266,11253007,2023-12-07T16:30:00.000+01:00,15,anyVehicle,0.0,carOrLightVehicle,0.0
9267,11253008,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9268,11253009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9269,11254001,2023-12-07T16:30:00.000+01:00,147,anyVehicle,0.0,carOrLightVehicle,11.0
9270,11254002,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,1.0
9271,11254003,2023-12-07T16:30:00.000+01:00,128,anyVehicle,0.0,carOrLightVehicle,12.0
9272,11254004,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9273,11254005,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,37.0
9274,11254006,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
9275,11254007,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
9276,11254008,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9277,11255001,2023-12-07T16:30:00.000+01:00,148,anyVehicle,0.0,carOrLightVehicle,8.0
9278,11255002,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,13.0
9279,11255003,2023-12-07T16:30:00.000+01:00,123,anyVehicle,0.0,carOrLightVehicle,9.0
9280,11255006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9281,11255007,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
9282,11255008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9283,11255009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9284,11255010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
9285,11255011,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
9286,11256001,2023-12-07T16:30:00.000+01:00,124,anyVehicle,0.0,carOrLightVehicle,26.0
9287,11256002,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,9.0
9288,11256003,2023-12-07T16:30:00.000+01:00,108,anyVehicle,0.0,carOrLightVehicle,26.0
9289,11256004,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,46.0
9290,11256005,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,42.0
9291,11256006,2023-12-07T16:30:00.000+01:00,34,anyVehicle,0.0,carOrLightVehicle,4.0
9292,11256007,2023-12-07T16:30:00.000+01:00,20,anyVehicle,0.0,carOrLightVehicle,10.0
9293,11256008,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,1.0
9294,11256009,2023-12-07T16:30:00.000+01:00,24,anyVehicle,0.0,carOrLightVehicle,5.0
